Time,Conso_resident,Conso_bureau,Conso_ecole,Conso_tot
2023-01-02 18:45:00,31.3725,16.595000000000002,0.955,48.9225
2023-01-02 19:00:00,32.43,6.59,1.0,40.02
2023-01-02 19:15:00,33.754999999999995,6.59,1.275,41.62
2023-01-02 19:30:00,35.08,6.59,1.55,43.22
2023-01-02 19:45:00,36.405,6.59,1.825,44.82000000000001
2023-01-02 20:00:00,37.73,6.59,2.1,46.42
2023-01-02 20:15:00,36.745,7.14,2.4375,46.3225
2023-01-02 20:30:00,35.76,7.689999999999999,2.7750000000000004,46.225
2023-01-02 20:45:00,34.775,8.239999999999998,3.1125000000000003,46.1275
2023-01-02 21:00:00,33.79,8.79,3.45,46.03
2023-01-02 21:15:00,32.8325,8.177499999999998,2.765,43.77499999999999
2023-01-02 21:30:00,31.875,7.564999999999999,2.08,41.52
2023-01-02 21:45:00,30.9175,6.9525,1.395,39.265
2023-01-02 22:00:00,29.96,6.34,0.71,37.01
2023-01-02 22:15:00,27.8825,5.7225,1.7225,35.3275
2023-01-02 22:30:00,25.805,5.105,2.735,33.645
2023-01-02 22:45:00,23.7275,4.4875,3.7475,31.9625
2023-01-02 23:00:00,21.65,3.87,4.76,30.28
2023-01-02 23:15:00,18.5175,4.47,4.5125,27.5
2023-01-02 23:30:00,15.384999999999998,5.07,4.265,24.72
2023-01-02 23:45:00,12.2525,5.67,4.0175,21.94
2023-01-03 00:00:00,9.12,6.27,3.77,19.16
2023-01-03 00:15:00,8.885,7.305,4.17,20.36
2023-01-03 00:30:00,8.649999999999999,8.34,4.57,21.56
2023-01-03 00:45:00,8.415,9.375,4.970000000000001,22.76
2023-01-03 01:00:00,8.18,10.41,5.37,23.96
2023-01-03 01:15:00,7.185,10.675,4.295,22.155
2023-01-03 01:30:00,6.19,10.94,3.22,20.35
2023-01-03 01:45:00,5.195,11.205,2.1450000000000005,18.545
2023-01-03 02:00:00,4.2,11.47,1.07,16.740000000000002
2023-01-03 02:15:00,5.74,10.395,0.94,17.075
2023-01-03 02:30:00,7.279999999999999,9.32,0.81,17.41
2023-01-03 02:45:00,8.82,8.245000000000001,0.68,17.745
2023-01-03 03:00:00,10.36,7.17,0.55,18.08
2023-01-03 03:15:00,11.705,8.445,0.67,20.82
2023-01-03 03:30:00,13.05,9.72,0.79,23.56
2023-01-03 03:45:00,14.395,10.995,0.91,26.3
2023-01-03 04:00:00,15.74,12.27,1.03,29.04
2023-01-03 04:15:00,17.43,11.1825,1.2675,29.879999999999995
2023-01-03 04:30:00,19.12,10.095,1.505,30.72
2023-01-03 04:45:00,20.81,9.0075,1.7425,31.56
2023-01-03 05:00:00,22.5,7.92,1.98,32.4
2023-01-03 05:15:00,24.5675,7.645,2.035,34.2475
2023-01-03 05:30:00,26.635,7.37,2.09,36.095
2023-01-03 05:45:00,28.7025,7.095000000000001,2.145,37.9425
2023-01-03 06:00:00,30.77,6.82,2.2,39.790000000000006
2023-01-03 06:15:00,30.675,8.0,2.0825,40.7575
2023-01-03 06:30:00,30.58,9.18,1.965,41.725
2023-01-03 06:45:00,30.485,10.36,1.8475,42.6925
2023-01-03 07:00:00,30.39,11.54,1.73,43.66
2023-01-03 07:15:00,29.7575,21.8,9.8625,61.42
2023-01-03 07:30:00,29.125,32.06,17.995,79.18
2023-01-03 07:45:00,28.4925,42.32,26.1275,96.94
2023-01-03 08:00:00,27.86,52.58,34.26,114.7
2023-01-03 08:15:00,26.3125,52.565,35.6075,114.485
2023-01-03 08:30:00,24.765,52.55,36.955,114.27
2023-01-03 08:45:00,23.2175,52.535,38.3025,114.055
2023-01-03 09:00:00,21.67,52.52,39.65,113.84
2023-01-03 09:15:00,19.5275,52.0975,40.065,111.69
2023-01-03 09:30:00,17.385,51.675,40.48,109.54
2023-01-03 09:45:00,15.2425,51.2525,40.895,107.39
2023-01-03 10:00:00,13.1,50.83,41.31,105.24
2023-01-03 10:15:00,12.995,49.41,39.58,101.985
2023-01-03 10:30:00,12.89,47.99,37.85,98.73
2023-01-03 10:45:00,12.785,46.57,36.120000000000005,95.475
2023-01-03 11:00:00,12.68,45.15,34.39,92.22
2023-01-03 11:15:00,11.2525,46.1025,35.365,92.72
2023-01-03 11:30:00,9.825,47.055,36.34,93.22
2023-01-03 11:45:00,8.3975,48.0075,37.315,93.72
2023-01-03 12:00:00,6.97,48.96,38.29,94.22
2023-01-03 12:15:00,7.115,50.0675,37.5775,94.76
2023-01-03 12:30:00,7.26,51.175,36.865,95.29999999999998
2023-01-03 12:45:00,7.404999999999999,52.2825,36.1525,95.84
2023-01-03 13:00:00,7.55,53.39,35.44,96.38
2023-01-03 13:15:00,7.4975,52.6725,35.9775,96.1475
2023-01-03 13:30:00,7.445,51.955,36.515,95.915
2023-01-03 13:45:00,7.3925,51.2375,37.0525,95.6825
2023-01-03 14:00:00,7.34,50.52,37.59,95.45
2023-01-03 14:15:00,8.085,50.3925,37.74,96.2175
2023-01-03 14:30:00,8.83,50.265,37.89,96.985
2023-01-03 14:45:00,9.575,50.1375,38.04,97.7525
2023-01-03 15:00:00,10.32,50.01,38.19,98.52
2023-01-03 15:15:00,11.2925,51.2025,38.56,101.055
2023-01-03 15:30:00,12.265,52.395,38.93,103.59
2023-01-03 15:45:00,13.2375,53.5875,39.3,106.125
2023-01-03 16:00:00,14.21,54.78,39.67,108.66
2023-01-03 16:15:00,16.125,52.8475,30.75,99.7225
2023-01-03 16:30:00,18.04,50.915,21.83,90.785
2023-01-03 16:45:00,19.955,48.9825,12.910000000000004,81.8475
2023-01-03 17:00:00,21.87,47.05,3.99,72.91
2023-01-03 17:15:00,23.19,48.32,3.7525,75.2625
2023-01-03 17:30:00,24.51,49.59,3.515,77.615
2023-01-03 17:45:00,25.83,50.86,3.2775,79.9675
2023-01-03 18:00:00,27.15,52.13,3.04,82.32000000000001
2023-01-03 18:15:00,29.87,41.555,2.44,73.865
2023-01-03 18:30:00,32.59,30.98,1.84,65.41000000000001
2023-01-03 18:45:00,35.31,20.405,1.2400000000000002,56.955000000000005
2023-01-03 19:00:00,38.03,9.83,0.64,48.5
2023-01-03 19:15:00,38.6575,9.7375,0.665,49.06
2023-01-03 19:30:00,39.285,9.645,0.69,49.61999999999999
2023-01-03 19:45:00,39.9125,9.5525,0.715,50.18000000000001
2023-01-03 20:00:00,40.54,9.46,0.74,50.74
2023-01-03 20:15:00,39.6875,8.8725,1.26,49.82
2023-01-03 20:30:00,38.835,8.285,1.78,48.900000000000006
2023-01-03 20:45:00,37.9825,7.697500000000001,2.3,47.98
2023-01-03 21:00:00,37.13,7.11,2.82,47.06
2023-01-03 21:15:00,35.22,8.7025,4.297499999999999,48.22
2023-01-03 21:30:00,33.31,10.295,5.775,49.38
2023-01-03 21:45:00,31.4,11.8875,7.252499999999999,50.53999999999999
2023-01-03 22:00:00,29.49,13.48,8.73,51.7
2023-01-03 22:15:00,28.1825,11.71,7.0525,46.945
2023-01-03 22:30:00,26.875,9.94,5.375,42.19
2023-01-03 22:45:00,25.567500000000003,8.17,3.6975,37.435
2023-01-03 23:00:00,24.26,6.4,2.02,32.68000000000001
2023-01-03 23:15:00,20.385,6.2225,1.59,28.1975
2023-01-03 23:30:00,16.51,6.045,1.16,23.715
2023-01-03 23:45:00,12.635,5.867500000000001,0.73,19.2325
