Time,Conso_resident,Conso_bureau,Conso_ecole,Conso_tot
2023-03-06 15:30:00,12.195,46.07,38.09,96.355
2023-03-06 15:45:00,13.2725,46.73,37.175,97.1775
2023-03-06 16:00:00,14.35,47.39,36.26,98.0
2023-03-06 16:15:00,15.025,47.0825,27.49,89.5975
2023-03-06 16:30:00,15.7,46.775,18.72,81.195
2023-03-06 16:45:00,16.375,46.4675,9.95,72.7925
2023-03-06 17:00:00,17.05,46.16,1.18,64.39
2023-03-06 17:15:00,19.22,47.565,1.585,68.36999999999999
2023-03-06 17:30:00,21.39,48.97,1.99,72.35
2023-03-06 17:45:00,23.56,50.375,2.395,76.33
2023-03-06 18:00:00,25.73,51.78,2.8,80.31
2023-03-06 18:15:00,28.0275,41.035,3.12,72.1825
2023-03-06 18:30:00,30.325000000000003,30.29,3.44,64.055
2023-03-06 18:45:00,32.6225,19.545,3.76,55.9275
2023-03-06 19:00:00,34.92,8.8,4.08,47.8
2023-03-06 19:15:00,34.9975,8.55,3.505,47.0525
2023-03-06 19:30:00,35.075,8.3,2.93,46.305
2023-03-06 19:45:00,35.1525,8.05,2.3550000000000004,45.557500000000005
2023-03-06 20:00:00,35.23,7.8,1.78,44.81
2023-03-06 20:15:00,34.6425,8.35,2.0275,45.02
2023-03-06 20:30:00,34.055,8.9,2.275,45.23
2023-03-06 20:45:00,33.4675,9.45,2.5225,45.440000000000005
2023-03-06 21:00:00,32.88,10.0,2.77,45.650000000000006
2023-03-06 21:15:00,30.6325,8.5875,3.06,42.28
2023-03-06 21:30:00,28.385,7.175,3.35,38.91
2023-03-06 21:45:00,26.137500000000003,5.762499999999999,3.64,35.54
2023-03-06 22:00:00,23.89,4.35,3.93,32.17
2023-03-06 22:15:00,22.885,5.387499999999999,3.0225,31.295
2023-03-06 22:30:00,21.880000000000003,6.425,2.115,30.42
2023-03-06 22:45:00,20.875,7.4625,1.2075,29.545
2023-03-06 23:00:00,19.87,8.5,0.3,28.67
2023-03-06 23:15:00,16.525000000000002,7.564999999999999,1.2875,25.377500000000005
2023-03-06 23:30:00,13.18,6.63,2.275,22.085
2023-03-06 23:45:00,9.835,5.695,3.2625,18.7925
2023-03-07 00:00:00,6.49,4.76,4.25,15.5
2023-03-07 00:15:00,6.29,4.824999999999999,3.8,14.915
2023-03-07 00:30:00,6.09,4.89,3.35,14.33
2023-03-07 00:45:00,5.890000000000001,4.955,2.9000000000000004,13.745
2023-03-07 01:00:00,5.69,5.02,2.45,13.16
2023-03-07 01:15:00,6.215,4.797499999999999,1.9125,12.925
2023-03-07 01:30:00,6.74,4.574999999999999,1.375,12.69
2023-03-07 01:45:00,7.265000000000001,4.3525,0.8374999999999999,12.455
2023-03-07 02:00:00,7.79,4.13,0.3,12.22
2023-03-07 02:15:00,8.765,5.8675,0.875,15.5075
2023-03-07 02:30:00,9.74,7.605,1.4500000000000002,18.795
2023-03-07 02:45:00,10.715,9.3425,2.025,22.0825
2023-03-07 03:00:00,11.69,11.08,2.6,25.37
2023-03-07 03:15:00,11.6,10.7325,2.55,24.8825
2023-03-07 03:30:00,11.51,10.385,2.5,24.395
2023-03-07 03:45:00,11.42,10.0375,2.45,23.9075
2023-03-07 04:00:00,11.33,9.69,2.4,23.42
2023-03-07 04:15:00,13.05,9.55,3.1125,25.7125
2023-03-07 04:30:00,14.77,9.41,3.825,28.005
2023-03-07 04:45:00,16.490000000000002,9.27,4.5375,30.2975
2023-03-07 05:00:00,18.21,9.13,5.25,32.59
2023-03-07 05:15:00,20.3125,9.25,4.73,34.292500000000004
2023-03-07 05:30:00,22.415,9.37,4.21,35.995
2023-03-07 05:45:00,24.5175,9.49,3.69,37.6975
2023-03-07 06:00:00,26.62,9.61,3.17,39.400000000000006
2023-03-07 06:15:00,27.0875,8.237499999999999,3.19,38.51499999999999
2023-03-07 06:30:00,27.555,6.865,3.21,37.63
2023-03-07 06:45:00,28.0225,5.4925,3.23,36.745
2023-03-07 07:00:00,28.49,4.12,3.25,35.86
2023-03-07 07:15:00,27.635,16.445,12.51,56.59
2023-03-07 07:30:00,26.78,28.770000000000003,21.77,77.32000000000001
2023-03-07 07:45:00,25.925,41.095,31.03,98.05
2023-03-07 08:00:00,25.07,53.42,40.29,118.78
2023-03-07 08:15:00,23.015,53.5225,38.8775,115.415
2023-03-07 08:30:00,20.96,53.625,37.465,112.05
2023-03-07 08:45:00,18.905,53.7275,36.0525,108.685
2023-03-07 09:00:00,16.85,53.83,34.64,105.32
2023-03-07 09:15:00,15.8475,52.33,35.17,103.3475
2023-03-07 09:30:00,14.845,50.83,35.7,101.375
2023-03-07 09:45:00,13.8425,49.33,36.23,99.4025
2023-03-07 10:00:00,12.84,47.83,36.76,97.43
2023-03-07 10:15:00,11.785,48.285,36.765,96.835
2023-03-07 10:30:00,10.73,48.74,36.77,96.24
2023-03-07 10:45:00,9.675,49.195,36.775,95.645
2023-03-07 11:00:00,8.62,49.65,36.78,95.05
2023-03-07 11:15:00,8.1525,49.1425,36.7725,94.0675
2023-03-07 11:30:00,7.685,48.635,36.765,93.085
2023-03-07 11:45:00,7.217499999999999,48.1275,36.7575,92.1025
2023-03-07 12:00:00,6.75,47.62,36.75,91.12
2023-03-07 12:15:00,7.2925,47.5775,36.325,91.195
2023-03-07 12:30:00,7.835,47.535,35.9,91.27
2023-03-07 12:45:00,8.3775,47.4925,35.474999999999994,91.345
2023-03-07 13:00:00,8.92,47.45,35.05,91.42
2023-03-07 13:15:00,8.77,47.935,36.515,93.22
2023-03-07 13:30:00,8.620000000000001,48.42,37.98,95.02
2023-03-07 13:45:00,8.47,48.905,39.44499999999999,96.82
2023-03-07 14:00:00,8.32,49.39,40.91,98.62
2023-03-07 14:15:00,8.18,49.8975,39.8425,97.92
2023-03-07 14:30:00,8.04,50.405,38.775,97.22
2023-03-07 14:45:00,7.9,50.9125,37.7075,96.52
2023-03-07 15:00:00,7.76,51.42,36.64,95.82
2023-03-07 15:15:00,9.3875,50.5075,36.83,96.725
2023-03-07 15:30:00,11.015,49.595,37.02,97.63
2023-03-07 15:45:00,12.6425,48.682500000000005,37.21,98.535
2023-03-07 16:00:00,14.27,47.77,37.4,99.44
2023-03-07 16:15:00,15.1075,48.9225,28.3525,92.3825
2023-03-07 16:30:00,15.945,50.075,19.305,85.32500000000002
2023-03-07 16:45:00,16.7825,51.227500000000006,10.2575,78.26750000000001
2023-03-07 17:00:00,17.62,52.38,1.21,71.21
2023-03-07 17:15:00,20.035,51.345,1.845,73.225
2023-03-07 17:30:00,22.450000000000003,50.31,2.48,75.24000000000001
2023-03-07 17:45:00,24.865,49.275000000000006,3.115,77.25500000000001
2023-03-07 18:00:00,27.28,48.24,3.75,79.27000000000001
2023-03-07 18:15:00,28.96,38.2325,3.0,70.1925
2023-03-07 18:30:00,30.64,28.225,2.25,61.115
2023-03-07 18:45:00,32.32,18.2175,1.5,52.0375
2023-03-07 19:00:00,34.0,8.21,0.75,42.96
2023-03-07 19:15:00,34.315,8.2225,0.6375,43.175
2023-03-07 19:30:00,34.629999999999995,8.235,0.525,43.38999999999999
2023-03-07 19:45:00,34.945,8.2475,0.4125,43.605
2023-03-07 20:00:00,35.26,8.26,0.3,43.81999999999999
2023-03-07 20:15:00,34.817499999999995,8.6875,0.7875,44.2925
2023-03-07 20:30:00,34.375,9.115,1.275,44.765
2023-03-07 20:45:00,33.932500000000005,9.5425,1.7625,45.23750000000001
2023-03-07 21:00:00,33.49,9.97,2.25,45.71
2023-03-07 21:15:00,30.887500000000003,9.35,2.705,42.9425
2023-03-07 21:30:00,28.285,8.73,3.16,40.175
2023-03-07 21:45:00,25.6825,8.11,3.615,37.4075
2023-03-07 22:00:00,23.08,7.49,4.07,34.64
2023-03-07 22:15:00,21.3025,7.31,3.1275000000000004,31.74
2023-03-07 22:30:00,19.525,7.13,2.185,28.84
2023-03-07 22:45:00,17.747500000000002,6.949999999999999,1.2424999999999995,25.94
2023-03-07 23:00:00,15.97,6.77,0.3,23.040000000000003
2023-03-07 23:15:00,13.9,6.592499999999999,0.54,21.0325
2023-03-07 23:30:00,11.83,6.414999999999999,0.78,19.025
2023-03-07 23:45:00,9.76,6.2375,1.02,17.0175
